"06844963";"0001";"58";"1";"CASA DO PEIXE";"04";"20181002";"63";"";"";"19820203";"4729601";"";"AVENIDA";"EURIPEDES DE AGUIAR";"224";"";"CENTRO";"64800002";"PI";"1077";"";"";"";"";"";"";"";"";""
"57398315";"0001";"56";"1";"TOCA DO GRILLO";"08";"20080619";"01";"";"";"19870507";"4729601";"";"RUA";"VISCONDE DE MAUA";"11";"LOJA 3";"CIDADE";"18705150";"SP";"6189";"";"";"";"";"";"";"";"";""
"75433656";"0001";"05";"1";"BAZAR SAO PAULO";"08";"20081231";"71";"";"";"19710616";"8888888";"";"RUA";"SANTA CATARINA";"235";"";"";"86870000";"PR";"7623";"";"";"";"";"";"";"";"";""
"02919690";"0001";"02";"1";"LOCAL";"04";"20180906";"63";"";"";"19990107";"7711000";"4923002";"RUA";"JOAQUIM LEOPOLDINO LOPES";"494";"";"CONSOLACAO";"29045580";"ES";"5705";"27";"33258225";"27";"33258225";"27";"33258225";"JLCASAGRANDE@JLCASAGRANDE.COM.BR";"";""
"04682613";"0001";"07";"1";"BOA ESPERANCA";"08";"20081231";"71";"";"";"19800429";"0810001";"0990403";"RUA";"LEOPOLDO PERES";"555";"";"APARECIDA";"69301081";"RR";"0301";"";"";"";"";"";"";"";"";""
"58358532";"0002";"66";"2";"";"08";"20000706";"01";"";"";"19871208";"2330301";"";"ESTRADA";"VARGEM GRANDE";"S/N";"KM 2";"VARGEM GRANDE";"07860140";"SP";"6429";"";"";"";"";"";"";"";"";""
"01301543";"0001";"01";"1";"MERCEARIA FERREIRA";"08";"20051019";"01";"";"";"19960709";"4712100";"";"RUA";"SENADOR DANTAS";"296";"";"TUBALINA";"38412092";"MG";"5403";"";"";"";"";"";"";"";"";""
"57398349";"0001";"40";"1";"DEPOSITO CASTILHO";"08";"19900905";"01";"";"";"19870507";"4744001";"";"RUA";"RIO BRANCO";"602";"";"CENTRO";"16920000";"SP";"6321";"";"";"";"";"";"";"";"";""
"04682628";"0001";"75";"1";"";"04";"20181017";"63";"";"";"20010831";"4618499";"4618401,4618402,4618403";"RUA";"PASSOS COUTINHO";"109";"";"RAMOS";"21031190";"RJ";"6001";"";"";"";"";"";"";"";"";""
"06844983";"0001";"29";"1";"";"08";"20041231";"01";"";"";"20040728";"9492800";"";"RUA";"SETE DE SETEMBRO";"68";"";"TREZE DE MAIO";"36544000";"MG";"4965";"";"";"";"";"";"";"";"";""
"04682622";"0001";"06";"1";"BETIM FOTOS";"04";"20190124";"63";"";"";"20010919";"4789008";"";"AVENIDA";"DAS AMERICAS";"385";"LOJA A";"CENTRO";"32510380";"MG";"4133";"31";"35321918";"";"";"31";"35321918";"eticon@zaz.com.br";"";""
"04682624";"0001";"97";"1";"";"08";"20081231";"71";"";"";"20010918";"4651601";"4651602";"PRACA";"JOSE MARCELINO";"14";"SL 608";"CENTRO";"45653030";"BA";"3573";"";"";"";"";"";"";"";"";""
"06844977";"0001";"71";"1";"";"08";"20041231";"01";"";"";"20040728";"9492800";"";"";"PASSO DE SAO LOURENCO";"0";"S/N";"BARRO VERMELHO";"96508970";"RS";"8559";"";"";"";"";"";"";"";"";""
"58359308";"0002";"99";"2";"""SPORTSHOP""";"08";"19910401";"01";"";"";"19880912";"4774100";"";"AVENIDA";"BARAO DE MAUA";"50";"L 35 P AMERICAS";"CHACARA INGLESA";"09726000";"SP";"7075";"";"";"";"";"";"";"";"";""
"57398430";"0001";"20";"1";"";"08";"19980519";"01";"";"";"19870507";"5611203";"";"RUA";"DR JAIME BRICIO FILHO";"174";"";"JD SAO JOSE";"02969030";"SP";"7107";"";"";"";"";"";"";"";"";""
"04682637";"0001";"66";"1";"DELURE";"02";"20220808";"00";"";"";"20010820";"4643501";"";"RUA";"GALDINO GOULART";"108";"APTO. 402";"CENTRO";"28640000";"RJ";"5823";"21";"22539023";"";"";"21";"22532972";"escritorioibc@terra.com.br";"";""
"04682641";"0001";"24";"1";"";"08";"20161027";"01";"";"";"20010913";"4729699";"";"RUA";"TREZE DE MAIO";"218";"BLOCO A TERREO PARTE";"CENTRO";"26210021";"RJ";"5869";"";"";"";"";"";"";"";"";""
"06369394";"0001";"36";"1";"";"04";"20181122";"63";"";"";"20040623";"4687703";"";"RUA";"JOSE VARGAS";"113";"";"PORTO BLOS";"93700000";"RS";"8577";"51";"5971071";"";"";"";"";"";"";""
"02919710";"0001";"45";"1";"RELOJOARIA TECNOS";"08";"20081231";"71";"";"";"19810715";"8888888";"";"AVENIDA";"TIRADENTES";"170 B";"";"CENTRO";"75103615";"GO";"9221";"";"";"";"";"";"";"";"";""
"37638285";"0001";"09";"1";"DISTRIBUIDORA ALIANCA DE MATERIAIS DE CONSTRUCAO";"02";"20051103";"00";"";"";"19930308";"4671100";"";"RUA";"U 9";"190";"";"VILA ALVORADA";"74315500";"GO";"9373";"";"";"";"";"";"";"";"";""
"02919713";"0001";"89";"1";"";"08";"20150617";"01";"";"";"19981207";"6491300";"";"RUA";"MEM DE SA";"98";"";"MICHEL";"88803160";"SC";"8089";"";"";"";"";"";"";"";"";""
"90771668";"0001";"25";"1";"";"08";"19800804";"01";"";"";"19800212";"5611203";"";"TRAVESSA";"SANTA TEREZA";"S/N";"";"SALGADO FILHO";"95095560";"RS";"8599";"";"";"";"";"";"";"";"";""
"57398554";"0001";"06";"1";"CHOCOLATES CAILITA";"04";"20181023";"63";"";"";"19870507";"1093701";"4721104";"AVENIDA";"CANGAIBA";"1696";"";"CANGAIBA";"03712000";"SP";"7107";"11";"69580962";"";"";"";"";"";"";""
"06845003";"0001";"02";"1";"";"08";"20041231";"01";"";"";"20040728";"9492800";"";"RUA";"BURITI";"0";"SN";"ASSUNCAO DE GOIAS";"76393000";"GO";"1068";"";"";"";"";"";"";"";"";""
"75434092";"0001";"17";"1";"";"04";"20181127";"63";"";"";"19711006";"4755501";"";"AVENIDA";"SOUZA NAVES";"1025";"";"";"86870000";"PR";"7623";"";"";"";"";"";"";"";"";""
"06369395";"0001";"80";"1";"CORSELET";"08";"20180822";"01";"";"";"20040617";"4781400";"";"AVENIDA";"IBIRAPUERA";"3103";"LOJA 206";"MOEMA";"04029200";"SP";"7107";"";"";"";"";"";"";"";"";""
"58362336";"0006";"99";"2";"";"04";"20181023";"63";"";"";"19970616";"7490101";"";"AVENIDA";"UM";"63";"";"CENTRO";"13506240";"SP";"6979";"";"";"";"";"";"";"";"";""
"37638384";"0001";"82";"1";"MERCADO PORTO";"08";"20180404";"01";"";"";"19930308";"4712100";"";"RUA";"P 32";"70";"QUADRA 18;LOTE 01";"JD PROGRESSO";"75045190";"GO";"9221";"62";"91826580";"";"";"";"";"";"";""
"37638442";"0001";"78";"1";"";"01";"19930308";"34";"";"";"19930308";"4921302";"";"RUA";"CIRILO DA SILVA";"182";"";"VILA GOIS";"75120030";"GO";"9221";"";"";"";"";"";"";"";"";""
"20234688";"0001";"81";"1";"MEL";"02";"20050702";"00";"";"";"19780612";"4110700";"";"RUA";"SABIA";"50";"";"DAS ANDORINHAS";"35573142";"MG";"4521";"37";"88407067";"";"";"031";"2212149";"MOURACONTABILIDADEFISCAL@GMAIL.COM";"";""
"75434175";"0001";"06";"1";"";"02";"20051103";"00";"";"";"19830805";"9499500";"";"AVENIDA";"SANTA CATARINA";"1206";"";"CENTRO";"89845000";"SC";"9973";"49";"33481247";"";"";"";"";"";"";""
"20234779";"0001";"17";"1";"SODISCO";"08";"20000225";"01";"";"";"19780628";"4774100";"";"RUA";"VINTE UM DE ABRIL";"180B";"";"CENTRO";"30670565";"MG";"4123";"";"";"";"";"";"";"";"";""
"06845008";"0001";"35";"1";"";"08";"20041231";"01";"";"";"20040728";"9492800";"";"RUA";"SANTA TEREZINHA";"S/N";"S N";"MACUCOS";"16450000";"SP";"6441";"";"";"";"";"";"";"";"";""
"06369406";"0001";"22";"1";"";"02";"20250105";"00";"";"";"20040707";"9430800";"9493600,9499500";"AVENIDA";"MILITAO JOSE DOS SANTOS";"1351";"";"RIBEIRAO DO OURO";"39440001";"MG";"4701";"";"";"";"";"";"";"";"";""
"06845012";"0001";"01";"1";"";"08";"20041231";"01";"";"";"20040728";"9492800";"";"RUA";"603";"927";"QD 540 LT 04";"S JOSE";"74440140";"GO";"9373";"";"";"";"";"";"";"";"";""
"04682660";"0001";"50";"1";"BAR DA PASSAGEM";"04";"20210223";"63";"";"";"20010928";"5611204";"";"AVENIDA";"MONTEIRO LOBATO";"248";"";"CENTRO";"68973000";"AP";"0667";"";"";"";"";"";"";"";"";""
"75434225";"0001";"55";"1";"";"08";"20081231";"71";"";"";"19830905";"8888888";"";"RUA";"PADRE ANCHIETA";"50";"";"CENTRO";"89887000";"SC";"8237";"";"";"";"";"";"";"";"";""
"20234803";"0001";"18";"1";"";"08";"19840809";"05";"";"";"19780629";"8888888";"";"RUA";"SILVA ORTIZ";"171";"";"FLORESTA";"30150130";"MG";"4123";"";"";"";"";"";"";"";"";""
"58366832";"0003";"78";"2";"";"02";"20051103";"00";"";"";"19880127";"4772500";"";"RUA";"MONSENHOR ROSA";"1595";"";"CENTRO";"14400670";"SP";"6425";"";"";"";"";"";"";"";"";""
"02919745";"0001";"84";"1";"";"08";"20150609";"01";"";"";"19990105";"4712100";"";"RUA";"ATLANTA";"288";"";"JARDIM ATLANTA";"87045630";"PR";"7691";"044";"2265152";"";"";"044";"2265152";"";"";""
"57398752";"0001";"70";"1";"";"08";"20081231";"71";"";"";"19870507";"7911200";"7912100,7990200";"AVENIDA";"SANTOS DUMONT";"178 A";"";"JARDIM AEROPORTO";"14702005";"SP";"6221";"";"";"";"";"";"";"";"";""
"20234829";"0001";"66";"1";"LA FEMME";"08";"20081231";"71";"";"";"19780629";"8888888";"";"AVENIDA";"CRISTOVAO COLOMBO";"462";"";"FUNCIONARIOS";"30140140";"MG";"4123";"";"";"";"";"";"";"";"";""
"20234837";"0001";"02";"1";"";"08";"20081231";"71";"";"";"19780629";"8888888";"";"PRACA";"DO EXPEDICIONARIO";"29";"2 PAVIMENTO";"CENTRO";"32605608";"MG";"4133";"";"";"";"";"";"";"";"";""
"02919747";"0001";"73";"1";"VIDROTEMPER";"08";"20020828";"01";"";"";"19990106";"4743100";"4789099";"AVENIDA";"REPUBLICA";"4.666";"";"PALMITAL PROLONG.";"17511000";"SP";"6681";"";"";"";"";"";"";"";"";""
"75434449";"0001";"67";"1";"CASA PROGRESSO";"08";"20040722";"01";"";"";"19711020";"4711301";"";"ESTRADA";"PARA ARIRANHA";"S N";"";"ZONA RURAL";"86870000";"PR";"7623";"";"";"";"";"";"";"";"";""
"37638756";"0001";"70";"1";"AUTO SOM EXCELSON";"08";"20090619";"54";"";"";"19930305";"9529199";"";"AVENIDA";"C1";"143";"";"JARDIM AMERICA";"74265010";"GO";"9373";"";"";"";"";"";"";"";"";""
"58366832";"0015";"01";"2";"";"08";"20000407";"01";"";"";"19950918";"4771701";"";"RUA";"APOLINARIO";"84";"";"CENTRO";"13840035";"SP";"6715";"";"";"";"";"";"";"";"";""
"58366832";"0008";"82";"2";"";"02";"20051103";"00";"";"";"19891208";"4772500";"";"AVENIDA";"DONA GERTRUDES";"40";"";"CENTRO";"13870110";"SP";"7083";"16";"37077000";"";"";"";"";"atram@atram.com.br";"";""
"06369429";"0001";"37";"1";"PINHEIRO, RODRIGUES &ADVOGADOS ASSOCIADOS";"02";"0";"00";"";"";"20040402";"6911701";"";"RUA";"NEVADA";"287";"";"QUEBEC";"86060238";"PR";"7667";"43";"30281158";"";"";"43";"33398200";"PIRESEPIRES@SERCOMTEL.COM.BR";"";""
"57398885";"0001";"46";"1";"";"08";"19921231";"01";"";"";"19870507";"9430800";"9493600,9499500";"RUA";"MARGARIDA MARIA ALVES";"131";"";"VILA SANTA MARIA";"09980540";"SP";"6377";"";"";"";"";"";"";"";"";""
"37638780";"0001";"00";"1";"AUTO MECANICA PENINHA";"04";"20181018";"63";"";"";"19930305";"8888888";"";"AVENIDA";"TAPAJOS";"SN";"QD 24 LT 11";"VILA BRASILIA";"74987150";"GO";"9227";"";"";"";"";"";"";"";"";""
"06845041";"0001";"65";"1";"";"08";"20041231";"01";"";"";"20040728";"9492800";"";"AVENIDA";"ALTAMIRANDO MAIA";"110";"CASA";"CENTRO";"44755000";"BA";"3021";"";"";"";"";"";"";"";"";""
"02919763";"0001";"66";"1";"ITAFAC";"04";"20190322";"63";"";"";"19981224";"6491300";"";"RUA";"RODRIGUES LIMA";"371";"";"CENTRO";"97650000";"RS";"8713";"055";"4333050";"";"";"055";"4333050";"";"";""
"01301611";"0001";"32";"1";"PAMELA MODAS";"08";"19961213";"01";"";"";"19960705";"4781400";"";"TRAVESSA";"JOSE ZILIOTTO";"104";"";"CENTRO";"83005080";"PR";"7885";"";"";"";"";"";"";"";"";""
"75434605";"0001";"90";"1";"";"02";"20051103";"00";"";"";"19820507";"9319199";"";"RUA";"NEREU RAMOS";"275";"TERREO";"CENTRO";"89610000";"SC";"8131";"";"";"";"";"";"";"";"";""
"06845045";"0001";"43";"1";"";"08";"20041231";"01";"";"";"20040728";"9492800";"";"RUA";"COROADOS";"1349";"CASA";"CENTRO";"98500000";"RS";"8931";"";"";"";"";"";"";"";"";""
"75434548";"0001";"49";"1";"APP";"08";"19990909";"01";"";"";"19820506";"9430800";"9493600,9499500";"VILA";"LINHA TOALDO";"S/N";"SALA";"LINHA TOALDO";"89665000";"SC";"8075";"";"";"";"";"";"";"";"";""
"58366923";"0007";"37";"2";"";"08";"19890815";"01";"";"";"19880226";"4633801";"";"AVENIDA";"DR GASTAO VIDIGAL";"1946";"BOX 14 E 15 PAV AMC";"JAGUARE";"05316900";"SP";"7107";"";"";"";"";"";"";"";"";""
"01301613";"0001";"21";"1";"NEW LIFE INFORMATICA E PROCESSAMENTO DE DADOS";"08";"20081231";"71";"";"";"19851018";"4774100";"";"AVENIDA";"MAL DUTRA";"1074";"SALA 03";"CENTRO";"78700110";"MT";"9151";"";"";"";"";"";"";"";"";""
"04682702";"0001";"53";"1";"GABY CONFECCOES";"08";"20050929";"01";"";"";"20010727";"4781400";"";"";"QI 17 LOTES 06, 08 E 10 BOX";"65";"ALA  G";"TAGUATINGA";"72135170";"DF";"9701";"";"";"";"";"";"";"";"";""
"57399107";"0001";"71";"1";"";"04";"20181023";"63";"";"";"19870507";"4921301";"";"RUA";"DR. ANTONIO RUGGIERO JR.";"155";"";"JD. MONTE ALEGRE";"05165120";"SP";"7107";"011";"38345377";"";"";"011";"38345377";"";"";""
"58367574";"0008";"59";"2";"";"08";"19970821";"09";"";"";"19970716";"8299799";"6399200,7410299,7490105,7490199,8219999,8299703,8299707";"RUA";"SAO BENTO";"92";"SL 02";"VALONGO";"11010305";"SP";"7071";"";"";"";"";"";"";"";"";""
"75434621";"0001";"82";"1";"APP";"08";"20010401";"01";"";"";"19820512";"9430800";"9493600,9499500";"";"L DUQUE DE CAXIAS";"SN";"";"INTERIOR";"89640000";"SC";"8133";"";"";"";"";"";"";"";"";""
"06369456";"0001";"00";"1";"";"08";"20150209";"73";"";"";"20040628";"9430800";"9493600,9499500";"RUA";"BARAO DO CAMBAY";"1264";"CASA";"CENTRO";"97300010";"RS";"8869";"";"";"";"";"";"";"";"";""
"06845060";"0001";"91";"1";"";"08";"20041231";"01";"";"";"20040728";"9492800";"";"RUA";"106";"0";"ESQ C 104 Q06 L24";"PRIMAVERA I";"76400000";"GO";"9633";"";"";"";"";"";"";"";"";""
"20235180";"0001";"06";"1";"";"08";"20081231";"71";"";"";"19780703";"4774100";"";"RUA";"TAMOIOS";"900";"LOJA A";"CENTRO";"30120050";"MG";"4123";"";"";"";"";"";"";"";"";""
"20235214";"0001";"54";"1";"EMPREITEIRA ROCHA FERNANDES";"08";"20150209";"73";"";"";"19780703";"8888888";"";"RUA";"CURITIBA";"545";"CONJ 620";"CENTRO";"30670565";"MG";"4123";"";"";"";"";"";"";"";"";""
"37639036";"0001";"20";"1";"POSTO SAO ROQUE NELORE";"02";"20011110";"00";"";"";"19930305";"4731800";"4520001,4520003,4520004,4520006,4732600,5611201,5611203";"RODOVIA";"BR-040";"SN";"QUADRA178                 LOTE  02 E 03";"PARQUE ESTRELA DALVA III";"72831010";"GO";"9445";"61";"33465249";"";"";"61";"33465249";"CONTBRAS@CONTBRAS.COM.BR";"";""
"06369474";"0001";"91";"1";"NOSSO FOTO";"02";"20051103";"00";"";"";"19750107";"4789008";"4619200,4743100,4759899,4789001,7420003";"AVENIDA";"GETULIO VARGAS";"858";"EDIF  FREITAS             ANDAR 06                  SALA  605";"CENTRO";"65901450";"MA";"0803";"99";"81054467";"";"";"";"";"NOSSOFOTO@UOL.COM.BR";"";""
"01301625";"0001";"56";"1";"";"04";"20201020";"63";"";"";"19960708";"8299799";"6399200,7410299,7490105,7490199,8219999,8299703,8299707";"RUA";"ANTONIO C. DE OLIVEIRA";"52";"";"VIUVA";"35970000";"MG";"4107";"";"";"";"";"";"";"";"";""
"75434795";"0001";"45";"1";"";"08";"19870305";"01";"";"";"19820714";"4110700";"";"ESTRADA";"SAO ROQUE KM 2";"SN";"";"INTERIOR";"89665000";"SC";"8075";"";"";"";"";"";"";"";"";""
"20235206";"0001";"08";"1";"";"08";"20081231";"71";"";"";"19780703";"8888888";"";"RUA";"VISCONDE DE OURO PRETO";"21";"";"JARDIM INDUSTRIAL";"32215070";"MG";"4371";"";"";"";"";"";"";"";"";""
"01301633";"0001";"00";"1";"";"08";"20020121";"01";"";"";"19960702";"4618499";"4618401,4618402,4618403";"AVENIDA";"OTAVIO SOARES";"41";"SALA 323";"PALMEIRAS";"35430229";"MG";"5041";"";"";"";"";"";"";"";"";""
"01301635";"0001";"91";"1";"ALUGUEL DE ROUPAS E ALFAIATARIA ELITE";"04";"20210210";"63";"";"";"19960711";"1412601";"1412602,4781400";"QUADRA";"SHCN CL QUADRA 305 BLOCO D LOJA";"32";"TERREO";"ASA NORTE";"70737540";"DF";"9701";"61";"35522020";"";"";"";"";"CONTATO@CONTABILIDADEQUEIROZ.COM";"";""
"02919790";"0001";"39";"1";"";"02";"20010908";"00";"";"";"19981022";"7490104";"8291100,6499999";"AVENIDA";"ALVARES CABRAL";"397";"SALA 602";"LOURDES";"30170000";"MG";"4123";"31";"93286568";"";"";"31";"32243780";"JAUGUSTODINIZ@HOTMAIL.COM";"";""
"02919792";"0001";"28";"1";"ENDOGASTRO CLINICA DO APARELHO DIGESTIVO LTDA EPP";"02";"20050827";"00";"";"";"19981210";"8610101";"8630501,8630502";"RUA";"6";"568";"";"JARDIM DONANGELA";"13500050";"SP";"6979";"19";"35323307";"";"";"19";"35335281";"ILTONENDOGASTRO@HOTMAIL.COM";"";""
"37639093";"0001";"09";"1";"SUPERMERCADO CHUMBIM";"04";"20181205";"63";"";"";"19930305";"4729601";"";"AVENIDA";"DO ESTADO";"450";"";"RECANTO DO SOL";"75085310";"GO";"9221";"";"";"";"";"";"";"";"";""
"58368788";"0002";"54";"2";"";"08";"19971016";"01";"";"";"19951002";"7732201";"7732202";"AVENIDA";"ENG.CAETANO ALVARES";"5040";"";"LAUZANE PAULISTA";"02413100";"SP";"7107";"";"";"";"";"";"";"";"";""
"67375782";"0002";"03";"2";"ROSEIRA";"08";"19940307";"01";"";"";"19930105";"1011201";"1013901,1013902";"RUA";"JOAO FRANCO DE OLIVEIRA";"425";"";"DISTR IND UNILESTE";"13422160";"SP";"6875";"";"";"";"";"";"";"";"";""
"37639135";"0001";"01";"1";"ANTIGUIDADE MODERNA E DECORACOES";"04";"20181018";"63";"";"";"19930305";"4754701";"";"AVENIDA";"DEP. JAMEL CECILIO";"1887";"QD-QR-E, LT-01";"SETOR AREIAO I";"74820050";"GO";"9373";"062";"2413217";"";"";"";"";"";"";""
"01301646";"0001";"71";"1";"P.L.";"08";"20150209";"73";"";"";"19960703";"9492800";"";"RUA";"PROJETADA";"22";"CASA";"CONCEICAO";"35444000";"MG";"4049";"";"";"";"";"";"";"";"";""
"37639259";"0001";"97";"1";"JAPAL";"04";"20240812";"63";"";"";"19930304";"4617600";"";"AVENIDA";"ANHANGUERA";"10578";"";"AEROVIARIOS";"74430030";"GO";"9373";"";"";"";"";"";"";"";"";""
"06845099";"0001";"09";"1";"";"08";"20041231";"01";"";"";"20040728";"9492800";"";"RUA";"CESAR CARTAXO";"121";"";"CENTRO";"58337000";"PB";"1999";"";"";"";"";"";"";"";"";""
"75434993";"0001";"09";"1";"";"08";"20081231";"71";"";"";"19820219";"9430800";"9493600,9499500";"RUA";"SS TRINDADE";"SN";"";"NOVA PETROPOLIS";"89607000";"SC";"8177";"";"";"";"";"";"";"";"";""
"04682729";"0001";"46";"1";"RAIO DE LUZ";"08";"20240112";"01";"";"";"20010925";"4789001";"";"RUA";"ANTONIO CORREA";"660";"";"JARDIM MONTE LIBANO";"79004460";"MS";"9051";"67";"33846582";"";"";"";"";"";"";""
"58371857";"0004";"40";"2";"";"04";"20181023";"63";"";"";"20000327";"6821802";"6822600,8111700";"AVENIDA";"INDIANOPOLIS";"882";"";"MOEMA";"04062001";"SP";"7107";"";"";"";"";"";"";"";"";""
"57399412";"0001";"63";"1";"";"04";"20181218";"63";"";"";"19870508";"4774100";"";"AVENIDA";"RODRIGUES ALVES";"7-40";"4 ANDAR SALA 401";"CENTRO";"17015901";"SP";"6219";"";"";"";"";"";"";"";"";""
"04682737";"0001";"92";"1";"MJS VEICULOS";"08";"20251024";"01";"";"";"20010705";"4511102";"4511101,4512901,7711000";"QUADRA";"11 CONJUNTO  D LOJA";"01";"      ARAPOANGA";"PLANALTINA";"73370100";"DF";"9701";"61";"92202188";"61";"35620698";"061";"5561893";"";"";""
"37639366";"0001";"15";"1";"AGENCIA DE EMPREGO FACILITE";"04";"20180904";"63";"";"";"19930305";"8599604";"7810800,7020400,8130300";"AVENIDA";"RIO VERDE";"S/N";"QUADRA94                  LOTE  7/8                 SALA  09";"JARDIM LUZ";"74915015";"GO";"9227";"62";"32805751";"62";"32485213";"62";"32992104";"aparecida.contadora@gmail.com";"";""
"02919812";"0001";"60";"1";"CHAPEACAO ESCHER";"08";"20151209";"01";"";"";"19981210";"4520001";"4520002,4520003,4520004";"AVENIDA";"DUQUE DE CAXIAS";"SN";"";"CENTRO";"95758000";"RS";"6043";"051";"6381285";"";"";"";"";"";"";""
"06369496";"0001";"51";"1";"RESPLENDOR";"08";"20070930";"02";"";"";"20040531";"1013901";"";"RUA";"PROFESSOR FELICIO FUSINATO";"238";"";"COSTA E SILVA";"89218420";"SC";"8179";"47";"4330088";"";"";"47";"4330147";"morgane@contar.com.br";"";""
"58373176";"0003";"30";"2";"";"08";"20081231";"71";"";"";"19910503";"4789007";"";"AVENIDA";"BRIG FARIA LIMA";"1684";"1 AND CONJ 104";"PINHEIROS";"01452913";"SP";"7107";"";"";"";"";"";"";"";"";""
"57399487";"0001";"44";"1";"";"08";"20081231";"71";"";"";"19870508";"5611203";"";"RUA";"JOAO M DE CASTRO";"55";"";"JARDIM AMERICA";"12720690";"SP";"6369";"";"";"";"";"";"";"";"";""
"37639341";"0001";"11";"1";"RECOPECAS AUTO PECAS RECONDICIONADA";"08";"20081231";"71";"";"";"19930305";"4530701";"";"AVENIDA";"BRASILIA";"171";"";"FORMOSINHA";"73813010";"GO";"9361";"";"";"";"";"";"";"";"";""
"20235552";"0001";"96";"1";"";"08";"19791123";"09";"";"";"19780705";"8888888";"";"AVENIDA";"CONTORNO";"4451";"";"BAIRRO SERRA";"30670565";"MG";"4123";"";"";"";"";"";"";"";"";""
"57399560";"0001";"88";"1";"SERVICO IBIUNENSE DE LUTO";"08";"19870925";"01";"";"";"19870508";"8888888";"";"RUA";"CRISTALINO R DE FREITAS";"224";"";"CENTRO";"18150000";"SP";"6495";"";"";"";"";"";"";"";"";""
"75435370";"0001";"50";"1";"";"02";"19980728";"00";"";"";"19820330";"9430800";"9493600,9499500";"VILA";"CASTELHANO";"SN";"";"RURAL";"89677000";"SC";"8169";"";"";"";"";"";"";"";"";""
"04682752";"0001";"30";"1";"J.J. BIANCONI SOM";"02";"20010924";"00";"";"";"20010924";"4530703";"";"AVENIDA";"FRANCISCO ARNALDO DA SILVA";"60";"";"JARDIM BELA VISTA";"15600001";"SP";"6411";"17";"34423118";"17";"34422450";"17";"34423118";"escr.fern@uol.com.br";"";""
"58377151";"0002";"24";"2";"";"08";"20081231";"71";"";"";"19910619";"7810800";"7830200";"RUA";"DOZE DE OUTUBRO";"580";"1 ANDAR CJ 12";"LAPA";"05073000";"SP";"7107";"";"";"";"";"";"";"";"";""
"06845119";"0001";"41";"1";"";"08";"20081231";"71";"";"";"19820203";"5611203";"";"RUA";"LANDRI SALES";"280A";"";"CENTRO";"64865000";"PI";"1177";"";"";"";"";"";"";"";"";""
